unix_timestamp,temperature,pressure,wind_direction,wind_speed,insolation,humidity
2010-01-05T06:21:22.000+01:00,-50.0,900.0,14.0,38.0,3.0,72.0
2010-01-05T06:43:46.000+01:00,26.0,1006.0,357.0,36.0,3.0,100.0
2010-01-05T08:14:29.000+01:00,22.0,1177.0,47.0,30.0,7.0,98.0
2010-01-05T15:42:44.000+01:00,-6.0,1074.0,262.0,56.0,8.0,77.0
2010-01-05T16:54:06.000+01:00,45.0,1056.0,23.0,21.0,2.0,6.0
2010-01-05T17:47:19.000+01:00,-23.0,930.0,230.0,56.0,10.0,50.0
2010-01-05T17:56:37.000+01:00,47.0,1131.0,190.0,34.0,5.0,65.0
2010-01-05T18:57:20.000+01:00,11.0,1052.0,335.0,9.0,0.0,70.0
2010-01-05T19:33:31.000+01:00,26.0,1115.0,145.0,33.0,10.0,5.0
2010-01-05T21:36:27.000+01:00,-32.0,1034.0,64.0,20.0,5.0,12.0
2010-01-06T01:02:38.000+01:00,-16.0,1031.0,170.0,60.0,2.0,88.0
2010-01-06T02:32:12.000+01:00,-13.0,1080.0,162.0,83.0,9.0,74.0
2010-01-06T03:56:50.000+01:00,11.0,1131.0,142.0,90.0,3.0,68.0
2010-01-06T06:32:29.000+01:00,-2.0,1005.0,57.0,57.0,8.0,99.0
2010-01-06T07:09:43.000+01:00,25.0,987.0,29.0,28.0,5.0,20.0
2010-01-06T07:27:28.000+01:00,20.0,903.0,231.0,61.0,3.0,78.0
2010-01-06T09:21:59.000+01:00,25.0,985.0,154.0,10.0,5.0,67.0
2010-01-06T16:46:11.000+01:00,40.0,940.0,285.0,39.0,9.0,68.0
2010-01-06T17:40:25.000+01:00,16.0,1054.0,108.0,83.0,1.0,30.0
2010-01-06T19:34:16.000+01:00,-10.0,929.0,24.0,75.0,0.0,38.0
2010-01-06T23:18:06.000+01:00,-30.0,1083.0,106.0,28.0,10.0,60.0
2010-01-07T00:01:45.000+01:00,-21.0,1117.0,291.0,33.0,5.0,22.0
2010-01-07T05:18:54.000+01:00,50.0,958.0,183.0,79.0,8.0,20.0
2010-01-07T12:04:28.000+01:00,20.0,1143.0,9.0,13.0,0.0,31.0
2010-01-07T12:35:26.000+01:00,34.0,903.0,301.0,27.0,0.0,52.0
2010-01-07T12:53:40.000+01:00,-41.0,1178.0,299.0,46.0,2.0,63.0
2010-01-07T16:38:03.000+01:00,34.0,1199.0,326.0,12.0,6.0,54.0
2010-01-07T18:40:44.000+01:00,-21.0,982.0,122.0,64.0,2.0,8.0
2010-01-07T19:52:19.000+01:00,46.0,1180.0,103.0,4.0,6.0,42.0
2010-01-07T20:07:29.000+01:00,-9.0,955.0,311.0,11.0,9.0,43.0
2010-01-07T21:53:30.000+01:00,-13.0,1131.0,205.0,84.0,9.0,63.0
2010-01-08T02:22:45.000+01:00,33.0,986.0,32.0,19.0,9.0,30.0
2010-01-08T03:18:10.000+01:00,48.0,1101.0,99.0,59.0,7.0,10.0
2010-01-08T04:33:55.000+01:00,20.0,974.0,18.0,32.0,4.0,62.0
2010-01-08T07:24:15.000+01:00,-31.0,1111.0,16.0,71.0,4.0,98.0
2010-01-08T08:27:40.000+01:00,47.0,1082.0,50.0,58.0,4.0,20.0
2010-01-08T08:28:49.000+01:00,47.0,918.0,135.0,59.0,2.0,96.0
2010-01-08T10:44:25.000+01:00,-49.0,1003.0,168.0,16.0,3.0,76.0
2010-01-08T14:58:28.000+01:00,43.0,1073.0,38.0,69.0,4.0,32.0
2010-01-08T15:30:44.000+01:00,-6.0,948.0,175.0,82.0,5.0,18.0
2010-01-08T15:49:29.000+01:00,50.0,1056.0,243.0,31.0,9.0,40.0
2010-01-08T17:54:20.000+01:00,27.0,973.0,221.0,72.0,1.0,87.0
2010-01-08T21:13:39.000+01:00,41.0,1188.0,177.0,29.0,3.0,71.0
2010-01-08T21:39:21.000+01:00,28.0,966.0,137.0,52.0,0.0,95.0
2010-01-08T21:52:57.000+01:00,-35.0,986.0,83.0,32.0,6.0,62.0
2010-01-08T22:56:04.000+01:00,16.0,1110.0,12.0,14.0,9.0,81.0
2010-01-09T02:44:34.000+01:00,-28.0,906.0,123.0,96.0,5.0,49.0
2010-01-09T08:10:15.000+01:00,8.0,941.0,161.0,2.0,4.0,1.0
2010-01-09T10:09:01.000+01:00,-37.0,1108.0,220.0,71.0,4.0,28.0
2010-01-09T14:30:46.000+01:00,19.0,1107.0,200.0,37.0,7.0,62.0
2010-01-09T17:28:44.000+01:00,12.0,1194.0,170.0,46.0,3.0,95.0
2010-01-09T19:24:03.000+01:00,4.0,1009.0,299.0,17.0,3.0,8.0
2010-01-09T22:19:10.000+01:00,-38.0,924.0,43.0,24.0,4.0,37.0
2010-01-10T00:04:59.000+01:00,39.0,1128.0,70.0,64.0,4.0,31.0
2010-01-10T00:45:46.000+01:00,-15.0,966.0,120.0,14.0,1.0,83.0
2010-01-10T01:06:09.000+01:00,12.0,1163.0,318.0,14.0,1.0,39.0
2010-01-10T01:28:22.000+01:00,16.0,1071.0,191.0,86.0,1.0,95.0
2010-01-10T03:26:52.000+01:00,16.0,938.0,138.0,27.0,6.0,67.0
2010-01-10T05:43:44.000+01:00,-26.0,1132.0,82.0,48.0,6.0,67.0
2010-01-10T06:35:02.000+01:00,-4.0,1137.0,231.0,54.0,9.0,13.0
2010-01-10T07:58:10.000+01:00,-30.0,1200.0,296.0,71.0,9.0,34.0
2010-01-10T12:40:04.000+01:00,-43.0,970.0,15.0,53.0,6.0,44.0
2010-01-10T15:08:24.000+01:00,48.0,1137.0,328.0,56.0,6.0,75.0
2010-01-10T16:15:25.000+01:00,-39.0,1088.0,168.0,61.0,10.0,43.0
2010-01-10T19:54:06.000+01:00,-38.0,1130.0,292.0,74.0,0.0,62.0
2010-01-10T20:20:54.000+01:00,-14.0,1174.0,257.0,76.0,9.0,85.0
2010-01-10T23:07:24.000+01:00,49.0,998.0,157.0,73.0,7.0,8.0
2010-01-10T23:39:37.000+01:00,20.0,1166.0,294.0,9.0,2.0,26.0
2010-01-11T03:14:06.000+01:00,-44.0,1149.0,301.0,94.0,2.0,78.0
2010-01-11T03:38:14.000+01:00,1.0,984.0,157.0,0.0,2.0,41.0
2010-01-11T04:40:22.000+01:00,-47.0,1118.0,62.0,99.0,2.0,67.0
2010-01-11T06:17:16.000+01:00,-28.0,970.0,110.0,24.0,6.0,64.0
2010-01-11T10:00:54.000+01:00,-42.0,1199.0,257.0,98.0,9.0,79.0
2010-01-11T10:45:48.000+01:00,29.0,1078.0,133.0,8.0,0.0,23.0
2010-01-11T12:41:20.000+01:00,2.0,1093.0,107.0,29.0,10.0,5.0
2010-01-11T13:09:53.000+01:00,-40.0,1165.0,77.0,5.0,4.0,87.0
2010-01-11T13:12:40.000+01:00,-30.0,1098.0,271.0,28.0,7.0,11.0
2010-01-11T13:16:07.000+01:00,17.0,1014.0,189.0,47.0,6.0,59.0
2010-01-11T14:34:28.000+01:00,4.0,969.0,62.0,29.0,4.0,41.0
2010-01-11T18:36:43.000+01:00,37.0,1047.0,325.0,55.0,7.0,22.0
2010-01-11T18:48:07.000+01:00,41.0,987.0,25.0,68.0,10.0,72.0
2010-01-11T20:50:39.000+01:00,2.0,1048.0,130.0,50.0,0.0,89.0
2010-01-11T21:52:38.000+01:00,2.0,1179.0,332.0,82.0,1.0,99.0
2010-01-11T22:57:15.000+01:00,-19.0,972.0,26.0,4.0,7.0,87.0
2010-01-12T04:41:15.000+01:00,-17.0,1066.0,269.0,37.0,3.0,85.0
2010-01-12T07:23:21.000+01:00,-31.0,1112.0,55.0,14.0,4.0,58.0
2010-01-12T10:10:46.000+01:00,-1.0,999.0,187.0,16.0,3.0,35.0
2010-01-12T17:17:53.000+01:00,-3.0,1010.0,306.0,36.0,6.0,62.0
2010-01-13T00:04:57.000+01:00,-46.0,1030.0,18.0,71.0,1.0,56.0
2010-01-13T01:33:46.000+01:00,-44.0,1050.0,277.0,90.0,10.0,64.0
2010-01-13T03:09:18.000+01:00,23.0,1144.0,354.0,23.0,1.0,75.0
2010-01-13T06:10:20.000+01:00,-5.0,908.0,190.0,90.0,5.0,72.0
2010-01-13T06:35:47.000+01:00,10.0,1031.0,6.0,69.0,7.0,54.0
2010-01-13T08:32:47.000+01:00,-27.0,923.0,34.0,47.0,2.0,52.0
2010-01-13T10:34:03.000+01:00,26.0,944.0,348.0,82.0,1.0,13.0
2010-01-13T15:28:05.000+01:00,50.0,1182.0,8.0,18.0,1.0,93.0
2010-01-13T21:04:03.000+01:00,-18.0,926.0,135.0,23.0,2.0,10.0
2010-01-13T22:27:50.000+01:00,10.0,952.0,84.0,97.0,0.0,100.0
2010-01-13T22:37:06.000+01:00,-24.0,1190.0,189.0,58.0,0.0,14.0
2010-01-14T00:06:18.000+01:00,44.0,1053.0,238.0,97.0,1.0,50.0
2010-01-14T04:15:43.000+01:00,-8.0,1151.0,78.0,46.0,10.0,18.0
2010-01-14T04:47:35.000+01:00,-10.0,1040.0,296.0,77.0,9.0,38.0
2010-01-14T06:02:54.000+01:00,37.0,1068.0,360.0,56.0,1.0,69.0
2010-01-14T06:25:18.000+01:00,48.0,1091.0,69.0,36.0,0.0,98.0
2010-01-14T06:56:17.000+01:00,8.0,1042.0,302.0,84.0,1.0,59.0
2010-01-14T10:07:06.000+01:00,20.0,1120.0,66.0,54.0,3.0,71.0
2010-01-14T13:03:18.000+01:00,40.0,1128.0,140.0,48.0,10.0,11.0
2010-01-14T17:55:06.000+01:00,0.0,1179.0,164.0,84.0,6.0,55.0
2010-01-14T18:28:15.000+01:00,42.0,1155.0,248.0,28.0,9.0,66.0
2010-01-14T21:13:40.000+01:00,-36.0,964.0,161.0,86.0,5.0,17.0
2010-01-14T21:28:46.000+01:00,-9.0,1144.0,203.0,64.0,3.0,67.0
2010-01-15T00:27:53.000+01:00,-4.0,1081.0,71.0,43.0,5.0,29.0
2010-01-15T02:21:24.000+01:00,-26.0,1092.0,4.0,63.0,8.0,76.0
2010-01-15T03:28:50.000+01:00,-20.0,1192.0,301.0,60.0,2.0,80.0
2010-01-15T07:46:41.000+01:00,26.0,943.0,83.0,12.0,5.0,97.0
2010-01-15T10:44:03.000+01:00,-33.0,937.0,75.0,3.0,10.0,40.0
2010-01-15T10:50:27.000+01:00,18.0,1117.0,48.0,24.0,4.0,49.0
2010-01-15T11:25:33.000+01:00,-44.0,956.0,1.0,29.0,5.0,40.0
2010-01-15T16:00:55.000+01:00,-38.0,1109.0,254.0,50.0,9.0,38.0
2010-01-15T18:17:46.000+01:00,1.0,948.0,154.0,52.0,6.0,38.0
2010-01-15T18:26:55.000+01:00,-38.0,1157.0,308.0,98.0,3.0,32.0
2010-01-15T18:45:43.000+01:00,-46.0,1130.0,261.0,49.0,3.0,74.0
2010-01-16T04:59:53.000+01:00,-25.0,1185.0,205.0,75.0,2.0,39.0
2010-01-16T05:44:30.000+01:00,27.0,1054.0,4.0,21.0,7.0,89.0
2010-01-16T05:56:14.000+01:00,7.0,970.0,101.0,22.0,2.0,83.0
2010-01-16T08:29:37.000+01:00,10.0,1163.0,277.0,81.0,4.0,30.0
2010-01-16T10:12:13.000+01:00,-33.0,1199.0,106.0,53.0,0.0,77.0
2010-01-17T01:22:15.000+01:00,-23.0,957.0,351.0,90.0,3.0,45.0
2010-01-17T01:35:34.000+01:00,31.0,1015.0,114.0,81.0,4.0,70.0
2010-01-17T05:00:47.000+01:00,20.0,1142.0,116.0,10.0,9.0,64.0
2010-01-17T06:28:01.000+01:00,-10.0,916.0,117.0,59.0,8.0,64.0
2010-01-17T07:25:03.000+01:00,-48.0,927.0,4.0,47.0,7.0,38.0
2010-01-17T07:58:13.000+01:00,40.0,958.0,279.0,7.0,4.0,83.0
2010-01-17T12:02:12.000+01:00,25.0,936.0,250.0,42.0,9.0,7.0
2010-01-17T15:51:00.000+01:00,-6.0,1067.0,234.0,17.0,7.0,88.0
2010-01-17T16:29:03.000+01:00,39.0,1189.0,70.0,62.0,8.0,100.0
2010-01-17T17:11:23.000+01:00,1.0,1196.0,299.0,72.0,8.0,68.0
2010-01-17T17:34:38.000+01:00,-4.0,1115.0,31.0,43.0,5.0,54.0
2010-01-17T18:22:19.000+01:00,27.0,1069.0,203.0,17.0,4.0,27.0
2010-01-18T00:31:01.000+01:00,-23.0,1107.0,345.0,40.0,5.0,93.0
2010-01-18T01:58:31.000+01:00,34.0,1087.0,65.0,88.0,0.0,82.0
2010-01-18T03:11:27.000+01:00,-15.0,971.0,231.0,26.0,6.0,23.0
2010-01-18T08:16:28.000+01:00,23.0,1070.0,328.0,85.0,0.0,7.0
2010-01-18T12:48:07.000+01:00,43.0,1161.0,307.0,1.0,5.0,14.0
2010-01-18T14:48:58.000+01:00,4.0,1010.0,104.0,37.0,10.0,15.0
2010-01-18T20:12:24.000+01:00,-16.0,1008.0,335.0,87.0,2.0,26.0
2010-01-19T06:29:08.000+01:00,-28.0,987.0,16.0,58.0,1.0,85.0
2010-01-19T09:22:20.000+01:00,-24.0,1063.0,64.0,73.0,1.0,42.0
2010-01-19T09:35:44.000+01:00,-27.0,956.0,294.0,25.0,4.0,7.0
2010-01-19T10:52:48.000+01:00,-18.0,916.0,182.0,88.0,3.0,7.0
2010-01-19T12:18:25.000+01:00,44.0,1193.0,322.0,2.0,10.0,86.0
2010-01-19T14:39:37.000+01:00,-17.0,1079.0,172.0,99.0,7.0,90.0
2010-01-19T15:25:14.000+01:00,-20.0,1034.0,207.0,46.0,10.0,30.0
2010-01-19T17:09:13.000+01:00,7.0,1128.0,152.0,55.0,7.0,86.0
2010-01-19T20:56:37.000+01:00,36.0,909.0,272.0,11.0,2.0,30.0
2010-01-19T21:05:54.000+01:00,-50.0,1056.0,55.0,98.0,3.0,53.0
2010-01-19T23:38:18.000+01:00,33.0,1139.0,127.0,93.0,0.0,79.0
2010-01-20T00:46:42.000+01:00,20.0,955.0,229.0,66.0,6.0,76.0
2010-01-20T07:37:26.000+01:00,26.0,1079.0,308.0,91.0,4.0,34.0
2010-01-20T09:06:56.000+01:00,-20.0,1100.0,185.0,24.0,0.0,86.0
2010-01-20T14:26:24.000+01:00,-7.0,1153.0,114.0,53.0,4.0,87.0
2010-01-20T19:21:15.000+01:00,11.0,1055.0,88.0,67.0,7.0,36.0
2010-01-20T20:29:13.000+01:00,-18.0,1128.0,123.0,41.0,5.0,100.0
2010-01-20T21:12:02.000+01:00,24.0,1056.0,95.0,63.0,9.0,0.0
2010-01-20T21:20:10.000+01:00,24.0,938.0,132.0,65.0,2.0,48.0
2010-01-20T22:02:45.000+01:00,3.0,1017.0,177.0,59.0,8.0,26.0
2010-01-21T01:00:41.000+01:00,-50.0,932.0,328.0,43.0,10.0,0.0
2010-01-21T04:12:58.000+01:00,-4.0,1033.0,69.0,14.0,1.0,63.0
2010-01-21T06:13:06.000+01:00,-42.0,1026.0,36.0,38.0,0.0,82.0
2010-01-21T06:28:46.000+01:00,45.0,1028.0,238.0,64.0,2.0,11.0
2010-01-21T07:35:43.000+01:00,-9.0,940.0,10.0,78.0,5.0,11.0
2010-01-21T09:52:13.000+01:00,-42.0,1131.0,10.0,83.0,5.0,26.0
2010-01-21T11:12:10.000+01:00,0.0,1039.0,20.0,6.0,4.0,8.0
2010-01-21T14:19:11.000+01:00,38.0,1156.0,21.0,36.0,3.0,38.0
2010-01-21T18:22:21.000+01:00,25.0,1067.0,125.0,52.0,0.0,17.0
2010-01-21T18:45:46.000+01:00,-30.0,998.0,171.0,13.0,9.0,6.0
2010-01-21T19:09:37.000+01:00,30.0,908.0,122.0,7.0,2.0,93.0
2010-01-21T23:41:52.000+01:00,44.0,917.0,171.0,87.0,8.0,39.0
2010-01-22T08:52:01.000+01:00,4.0,1169.0,345.0,54.0,3.0,57.0
2010-01-22T09:06:28.000+01:00,10.0,1149.0,127.0,26.0,9.0,36.0
2010-01-22T11:24:15.000+01:00,32.0,917.0,345.0,71.0,5.0,18.0
2010-01-22T11:48:30.000+01:00,29.0,1086.0,11.0,82.0,2.0,3.0
2010-01-22T17:22:27.000+01:00,39.0,1080.0,149.0,95.0,8.0,63.0
2010-01-22T17:23:02.000+01:00,-16.0,962.0,150.0,34.0,1.0,29.0
2010-01-22T17:32:37.000+01:00,-1.0,1125.0,46.0,39.0,10.0,47.0
2010-01-22T18:12:08.000+01:00,2.0,1047.0,237.0,41.0,1.0,35.0
2010-01-22T22:43:40.000+01:00,-39.0,945.0,341.0,23.0,7.0,47.0
2010-01-23T01:17:54.000+01:00,32.0,1076.0,350.0,45.0,3.0,40.0
2010-01-23T01:54:47.000+01:00,-3.0,1172.0,197.0,29.0,7.0,5.0
2010-01-23T02:00:29.000+01:00,2.0,918.0,52.0,83.0,5.0,36.0
2010-01-23T02:59:05.000+01:00,30.0,1085.0,54.0,84.0,0.0,89.0
2010-01-23T04:29:57.000+01:00,46.0,1185.0,151.0,90.0,2.0,20.0
2010-01-23T05:31:30.000+01:00,1.0,1107.0,322.0,35.0,5.0,36.0
2010-01-23T09:43:52.000+01:00,35.0,1151.0,34.0,8.0,7.0,4.0
2010-01-23T11:12:05.000+01:00,29.0,991.0,88.0,66.0,10.0,16.0
2010-01-23T12:37:31.000+01:00,3.0,923.0,226.0,7.0,8.0,43.0
2010-01-23T12:58:25.000+01:00,17.0,1113.0,244.0,28.0,10.0,55.0
2010-01-23T13:32:24.000+01:00,6.0,1004.0,236.0,82.0,1.0,25.0
2010-01-23T13:47:25.000+01:00,-23.0,1149.0,248.0,80.0,7.0,37.0
2010-01-23T15:37:31.000+01:00,-3.0,956.0,98.0,34.0,9.0,89.0
2010-01-23T15:37:39.000+01:00,-46.0,1061.0,309.0,23.0,6.0,75.0
2010-01-23T16:00:29.000+01:00,2.0,1190.0,17.0,20.0,6.0,9.0
2010-01-23T18:34:57.000+01:00,-17.0,985.0,149.0,26.0,4.0,4.0
2010-01-23T19:05:48.000+01:00,-37.0,1025.0,320.0,88.0,5.0,93.0
2010-01-23T19:51:24.000+01:00,-18.0,1122.0,112.0,49.0,6.0,13.0
2010-01-23T20:02:57.000+01:00,16.0,956.0,311.0,23.0,0.0,6.0
2010-01-23T21:01:11.000+01:00,40.0,902.0,28.0,93.0,5.0,49.0
2010-01-24T02:51:13.000+01:00,0.0,990.0,317.0,89.0,5.0,60.0
2010-01-24T05:23:56.000+01:00,37.0,983.0,111.0,97.0,5.0,77.0
2010-01-24T06:38:15.000+01:00,38.0,1139.0,203.0,31.0,4.0,100.0
2010-01-24T08:00:47.000+01:00,-5.0,934.0,321.0,92.0,6.0,92.0
2010-01-24T09:18:13.000+01:00,-15.0,1131.0,186.0,86.0,10.0,48.0
2010-01-24T10:27:18.000+01:00,28.0,997.0,290.0,29.0,1.0,63.0
2010-01-24T11:22:20.000+01:00,-22.0,946.0,22.0,74.0,4.0,63.0
2010-01-24T12:23:01.000+01:00,-28.0,1013.0,281.0,50.0,10.0,10.0
2010-01-24T16:40:00.000+01:00,18.0,911.0,18.0,51.0,10.0,11.0
2010-01-24T20:20:31.000+01:00,19.0,984.0,209.0,12.0,3.0,76.0
2010-01-24T22:01:53.000+01:00,-2.0,1025.0,32.0,1.0,0.0,16.0
2010-01-24T23:49:58.000+01:00,49.0,948.0,58.0,46.0,8.0,54.0
2010-01-25T07:36:23.000+01:00,0.0,1102.0,215.0,40.0,2.0,60.0
2010-01-25T07:40:52.000+01:00,-12.0,1035.0,258.0,32.0,6.0,0.0
2010-01-25T15:48:23.000+01:00,-13.0,1048.0,229.0,17.0,1.0,55.0
2010-01-25T17:02:16.000+01:00,9.0,993.0,181.0,64.0,6.0,45.0
2010-01-25T18:56:19.000+01:00,2.0,1121.0,193.0,78.0,3.0,92.0
2010-01-25T22:10:29.000+01:00,40.0,1037.0,37.0,87.0,6.0,65.0
2010-01-26T00:52:44.000+01:00,48.0,991.0,191.0,3.0,9.0,65.0
2010-01-26T05:24:33.000+01:00,2.0,1052.0,104.0,79.0,8.0,54.0
2010-01-26T07:15:17.000+01:00,50.0,1096.0,213.0,63.0,0.0,33.0
2010-01-26T11:53:44.000+01:00,13.0,1099.0,263.0,66.0,3.0,100.0
2010-01-26T12:30:59.000+01:00,-12.0,1036.0,57.0,18.0,10.0,55.0
2010-01-26T13:26:28.000+01:00,4.0,907.0,208.0,36.0,4.0,69.0
2010-01-26T14:19:03.000+01:00,-31.0,1010.0,77.0,49.0,6.0,37.0
2010-01-26T19:23:34.000+01:00,0.0,963.0,221.0,71.0,6.0,53.0
2010-01-26T19:30:30.000+01:00,-24.0,909.0,317.0,88.0,3.0,89.0
2010-01-26T20:23:05.000+01:00,15.0,1095.0,341.0,83.0,4.0,15.0
2010-01-27T05:30:18.000+01:00,18.0,1093.0,327.0,36.0,10.0,81.0
2010-01-27T06:46:58.000+01:00,-2.0,1109.0,78.0,24.0,7.0,92.0
2010-01-27T07:59:28.000+01:00,-33.0,1063.0,266.0,60.0,1.0,79.0
2010-01-27T08:28:30.000+01:00,-32.0,1069.0,242.0,12.0,5.0,33.0
2010-01-27T09:25:34.000+01:00,-20.0,1148.0,253.0,45.0,3.0,0.0
2010-01-27T10:13:31.000+01:00,-25.0,1066.0,123.0,69.0,5.0,90.0
2010-01-27T10:21:32.000+01:00,-10.0,1026.0,324.0,70.0,1.0,61.0
2010-01-27T10:31:22.000+01:00,-48.0,1127.0,8.0,3.0,4.0,39.0
2010-01-27T12:33:37.000+01:00,39.0,1116.0,315.0,28.0,5.0,76.0
2010-01-27T12:57:42.000+01:00,-16.0,1067.0,67.0,76.0,0.0,33.0
2010-01-27T14:56:06.000+01:00,48.0,1169.0,204.0,60.0,0.0,67.0
2010-01-27T15:30:08.000+01:00,-34.0,985.0,72.0,63.0,4.0,37.0
2010-01-27T17:23:32.000+01:00,-50.0,1130.0,254.0,34.0,8.0,78.0
2010-01-27T17:52:24.000+01:00,38.0,1094.0,303.0,98.0,0.0,74.0
2010-01-27T20:05:23.000+01:00,37.0,936.0,161.0,82.0,3.0,94.0
2010-02-01T00:03:19.000+01:00,-13.0,905.0,278.0,52.0,6.0,22.0
2010-02-01T03:59:25.000+01:00,50.0,1127.0,180.0,95.0,9.0,5.0
2010-02-01T05:14:02.000+01:00,-16.0,998.0,297.0,82.0,0.0,92.0
2010-02-01T08:51:05.000+01:00,-35.0,976.0,185.0,32.0,1.0,87.0
2010-02-01T19:45:47.000+01:00,5.0,1122.0,316.0,78.0,1.0,77.0
2010-02-01T21:52:51.000+01:00,24.0,947.0,181.0,46.0,8.0,9.0
2010-02-01T22:08:10.000+01:00,-45.0,1162.0,341.0,19.0,8.0,22.0
2010-02-02T01:50:27.000+01:00,43.0,900.0,360.0,20.0,0.0,74.0
2010-02-02T04:56:28.000+01:00,17.0,1075.0,0.0,30.0,10.0,68.0
2010-02-02T05:40:54.000+01:00,-18.0,1073.0,35.0,31.0,4.0,53.0
2010-02-02T07:42:35.000+01:00,31.0,1027.0,166.0,36.0,5.0,25.0
2010-02-02T08:13:40.000+01:00,-43.0,1151.0,17.0,8.0,0.0,10.0
2010-02-02T14:08:30.000+01:00,6.0,1087.0,260.0,72.0,7.0,80.0
